Funding_per_contributor,Funding_per_milestone,Status_numeric,average_milestone_duration,average_milestone_duration_days,milestone_days_duration,first_milestone_date,funding_duration_days,last_funding_date,first_funding_date,Is Duplicate Row?,Status,years_from_first_to_last_milestone,last_milestone_date,amount_milestones,Funding_total_size,Fundingrounds,Fundingtotal,LocalCode:42,Name,state,city,zip_code_no_null,latitude,longitude,OfficeAddress_no_null,FoundingDate,closedDate,acquiredDate,BusinessField,NumContributors,NumPartners,company_id_corrected
6000000,6000000,1,2,292,2,01.09.2012,0,04.12.2012,04.12.2012,Unique,Successful (Acquired),1,19.06.2013,2,Medium-High (10M+),1,12000000,294,ScaleIO,CA,Palo Alto,94301,"37,441537","-122,158332",Palo Alto CA 94301,01.01.2011,,30.09.2015,software,2,1,179507
13100000,2620000,1,5,1450,5,25.09.2008,3204,04.03.2010,01.04.2007,Unique,Successful (Acquired),4,15.09.2012,5,Medium-High (10M+),3,13100000,1063,TripIt,CA,San Francisco,94110,"37,764169","-122,402021",Unknown,01.10.2006,,30.12.2014,travel,1,14,767
1437500,0,0,,,,,0,28.02.2005,28.02.2005,Unique,Failed,,,,Medium (2M+),1,5750000,893,T-Networks,PA,Allentown,18106,"40,602206","-75,471279",Allentown PA 18106,01.01.2000,23.07.2016,,public_relations,4,0,53946
3000000,3000000,1,2,626,2,01.01.2011,0,10.06.2010,10.06.2010,Unique,Successful (Acquired),1,18.09.2012,2,Medium (2M+),1,6000000,784,Crowdcast,CA,San Francisco,94108,"37,779281","-122,419236",San Francisco CA 94108,01.01.2007,,13.07.2016,software,2,6,44976
2238085,0,0,,,,,3498,05.02.2010,27.11.2006,Unique,Failed,,,,Medium (2M+),3,4476171,215,Digital Performance,CA,Newport Beach,92660,"33,63776","-117,855989",Unknown,01.01.2002,16.01.2019,,advertising,2,3,16488
8000000,0,0,,,,,1094,01.08.2007,31.01.2006,Unique,Failed,,,,Medium-High (10M+),2,48000000,176,Hammerhead Systems,CA,Mountain View,94043,"37,40006","-122,049689",Unknown,01.01.2002,10.01.2018,,hardware,6,2,15887
6300000,8400000,1,3,525,3,01.01.2009,6376,10.06.2010,28.01.2006,Unique,Successful (Acquired),1,10.06.2010,3,Medium-High (10M+),4,25200000,1038,Attributor,CA,San Mateo,94401,"37,453687","-122,228595",Unknown,01.10.2005,,23.02.2015,software,4,13,732
980000,0,0,,,,,0,03.01.2006,03.01.2006,Unique,Failed,,,,Small Investment (<2M),1,980000,818,FireStar Software,MA,Boxborough,1719,"42,493447","-71,514104",Boxborough MA 1719,01.01.2001,13.05.2015,,software,1,2,46889
2412500,2412500,1,4,728,4,01.01.2010,8241,08.02.2013,02.08.2005,Unique,Successful (Acquired),1,28.12.2011,4,Medium (2M+),3,9650000,16,VoodooVox,MA,Williamstown,1267,"42,712207","-73,203599",Williamstown MA 1267,01.01.2002,,20.11.2017,mobile,4,13,1043
13950000,17437500,1,4,2064,4,01.02.2008,4272,03.06.2008,01.07.2005,Unique,Successful (Acquired),5,24.09.2013,4,High (50M+),4,69750000,699,Veoh,CA,San Diego,92121,"32,902266","-117,20834",Unknown,01.01.2004,,26.06.2019,games_video,5,15,40
1175000,783333,1,3,267,3,24.10.2011,0,31.10.2008,31.10.2008,Unique,Successful (Acquired),1,17.07.2012,3,Medium (2M+),1,2350000,839,Syncplicity,CA,Menlo Park,94025,"37,814202","-122,477959",Unknown,03.11.2008,,12.05.2016,enterprise,2,12,4881
1200000,1200000,0,1,0,1,25.01.2010,0,10.09.2009,10.09.2009,Unique,Failed,0,25.01.2010,1,Small Investment (<2M),1,1200000,366,Factery,CA,Menlo Park,94025,"37,4484914","-122,1802812",Unknown,01.04.2009,29.04.2017,,web,1,2,22113
183333,550000,1,2,1440,2,01.08.2009,0,09.07.2009,09.07.2009,Unique,Successful (Acquired),4,11.07.2013,2,Small Investment (<2M),1,1100000,352,CoTweet,CA,San Francisco,94107,"37,7405936","-122,3764714",Unknown,01.01.2009,,18.12.2014,advertising,6,9,21343
7662312,5108208,1,3,1617,3,01.01.2008,15006,07.12.2012,01.02.2006,Unique,Successful (Acquired),4,05.06.2012,3,Medium-High (10M+),6,15324624,767,Collective Intellect,CO,Boulder,80302,"40,0186313","-105,2764361",Unknown,01.01.2005,,06.04.2016,enterprise,2,10,4394
1500000,2250000,0,2,22,2,10.03.2011,196,09.03.2011,01.12.2010,Unique,Failed,0,01.04.2011,2,Medium (2M+),2,4500000,825,Offermatic,CA,San Mateo,94401,"37,566009","-122,321646",San Mateo CA 94401,01.02.2010,19.05.2019,,web,3,6,47270
737333,1106000,1,2,730,2,01.01.2010,364,26.01.2012,28.07.2011,Unique,Successful (Acquired),2,01.01.2012,2,Medium (2M+),2,2212000,996,Visual Revenue,NY,New York,10001,"40,750519","-73,993494",New York NY 10001,01.03.2010,,23.05.2019,analytics,3,5,64959
10000000,0,0,,,,,0,03.11.2008,03.11.2008,Unique,Failed,,,,Medium-High (10M+),1,10000000,539,Impeva,CA,Mountain View,Unknown,"37,400945","-122,111318",Unknown,01.01.2004,22.05.2016,,software,1,2,30667
12750000,25500000,1,1,0,1,22.12.2011,3864,26.04.2012,16.10.2008,Unique,Successful (Acquired),0,22.12.2011,1,Medium-High (10M+),3,25500000,734,Adura Technologies,CA,San Francisco,94103,"37,779281","-122,419236",San Francisco CA 94103,01.01.2008,,16.07.2015,cleantech,2,5,42497
21000000,0,0,,,,,0,25.08.2006,25.08.2006,Unique,Failed,,,,Medium-High (10M+),1,21000000,791,Azaire Networks,CA,Santa Clara,95054,"37,386778","-121,966277",Santa Clara CA 95054,01.01.2003,27.01.2019,,software,1,2,45339
7500000,2500000,1,3,1212,3,01.01.2009,884,18.11.2008,03.09.2007,Unique,Successful (Acquired),3,26.04.2012,3,Medium (2M+),2,7500000,97,Rollstream,VA,McLean,22102,"38,872668","-77,367981",Unknown,01.01.2005,,24.06.2018,software,1,4,13730
8000000,6000000,1,4,860,4,24.05.2010,2370,25.08.2011,26.06.2009,Unique,Successful (Acquired),2,01.10.2012,4,Medium-High (10M+),3,24000000,445,Virsto Software,CA,Sunnyvale,94089,"37,402773","-122,052551",Unknown,01.07.2007,,28.08.2017,software,3,10,25827
50000,50000,0,1,0,1,01.10.2006,0,01.10.2006,01.10.2006,Unique,Failed,0,01.10.2006,1,Small Investment (<2M),1,50000,628,JavaJobs,AR,Little Rock,72201,"34,748528","-92,287158",Little Rock AR 72201,01.01.1997,06.08.2015,,software,1,1,35903
5750000,2300000,1,5,1225,5,01.01.2010,1326,02.12.2009,08.02.2008,Unique,Successful (Acquired),3,08.05.2013,5,Medium-High (10M+),2,11500000,432,HipLogic,CA,Fremont,94538,"37,5541073","-121,9756765",Unknown,01.01.2005,,27.01.2016,mobile,2,10,2534
83333,250000,1,3,192,3,01.05.2010,0,25.08.2010,25.08.2010,Unique,Successful (Acquired),0,10.11.2010,3,Small Investment (<2M),1,750000,671,Flowtown,CA,San Francisco,94110,"37,779281","-122,419236",San Francisco CA 94110,01.02.2009,,08.01.2019,analytics,9,6,38339
24333333,73000000,1,1,0,1,01.01.2011,3380,18.07.2011,01.12.2006,Unique,Successful (Acquired),0,01.01.2011,1,High (50M+),2,73000000,809,SARcode Bioscience,CA,Brisbane,94005,"37,680766","-122,399971",Brisbane CA 94005,01.01.2006,,19.11.2018,biotech,3,9,46168
11243500,11243500,1,2,1884,2,01.01.2006,2571,07.05.2008,01.01.2006,Unique,Successful (Acquired),5,28.02.2011,2,Medium-High (10M+),3,22487000,528,CHiL Semiconductor,CA,"El Segundo,",Unknown,"33,916552","-118,397491",Unknown,01.01.2006,,14.11.2019,semiconductor,2,7,30152
17100000,0,1,,,,,10588,01.04.2008,01.01.2001,Unique,Successful (Acquired),,,,High (50M+),4,68400000,95,SkyPilot Networks,CA,Santa Clara,95054,"37,381876","-121,95993",Unknown,01.01.2000,,06.03.2016,mobile,4,6,13681
4000000,2000000,0,2,168,2,01.05.2010,1666,21.05.2010,08.02.2008,Unique,Failed,0,16.10.2010,2,Medium (2M+),2,4000000,98,PublicEarth,CA,Menlo Park,94025,"40,0157332","-105,275027",Unknown,01.01.2008,12.06.2019,,travel,1,7,13733
47218498,0,0,,,,,2607,20.03.2012,02.11.2009,Unique,Failed,,,,Medium-High (10M+),3,47218498,1107,Link_A_Media Devices,CA,Santa Clara,95051,"37,354469","-121,990433",Santa Clara CA 95051,01.01.2004,23.03.2015,,semiconductor,1,4,84867
5666666,8500000,1,2,934,2,01.09.2007,1070,22.03.2010,03.10.2008,Unique,Successful (Acquired),3,22.03.2010,2,Medium-High (10M+),2,17000000,50,Avaak,CA,San Diego,92121,"32,897274","-117,201076",Unknown,01.01.2004,,10.06.2019,mobile,3,2,11888
5000000,10000000,1,1,0,1,01.06.2010,588,01.07.2008,11.09.2007,Unique,Successful (Acquired),0,01.06.2010,1,Medium-High (10M+),2,10000000,354,Phurnace Software,TX,Austin,78701,"30,271393","-97,748623",Unknown,01.01.2007,,01.05.2015,software,2,9,21395
28400000,47333333,1,3,675,3,12.01.2012,5680,29.02.2012,19.01.2009,Unique,Successful (Acquired),1,18.11.2013,3,Very High (100M+),5,142000000,6,Yammer,CA,San Francisco,94103,"37,776246","-122,4179223",Unknown,10.09.2008,,08.01.2018,enterprise,5,38,10176
12400000,3100000,1,4,1304,4,01.01.2009,4218,11.05.2009,05.07.2005,Unique,Successful (Acquired),3,27.07.2012,4,Medium-High (10M+),3,12400000,741,TimeBridge,CA,Mountain View,94040,"37,391642","-122,093935",Mountain View CA 94040,01.05.2005,,14.03.2015,web,1,6,431
3928571,0,1,,,,,0,03.10.2005,03.10.2005,Unique,Successful (Acquired),,,,Medium-High (10M+),1,27500000,469,AGEIA Technologies,CA,Santa Clara,95051,"37,354469","-121,990433",Santa Clara CA 95051,01.01.2002,,12.10.2017,semiconductor,7,1,27021
1000000,500000,0,2,378,2,01.08.2011,0,13.08.2012,13.08.2012,Unique,Failed,1,13.08.2012,2,Small Investment (<2M),1,1000000,121,CakeStyle,IL,Chicago,60607,"39,78373","-100,445882",Chicago IL 60607,01.08.2011,08.11.2019,,web,1,2,144825
75000000,18750000,1,4,960,4,24.02.2011,0,19.08.2013,19.08.2013,Unique,Successful (Acquired),2,11.10.2013,4,High (50M+),1,75000000,1105,ShopRunner,PA,Conshohocken,19428,"40,0708709","-75,302716",Unknown,01.01.2010,,09.09.2015,ecommerce,1,4,84161
4410000,4410000,1,1,0,1,01.06.2008,0,01.05.2008,01.05.2008,Unique,Successful (Acquired),0,01.06.2008,1,Medium (2M+),1,4410000,158,Plusmo,CA,Santa Clara,95054,"37,400367","-121,985711",Unknown,01.06.2006,,14.01.2016,mobile,1,4,15562
74000000,37000000,1,2,340,2,01.01.2013,12715,18.07.2013,01.08.2006,Unique,Successful (Acquired),0,07.12.2013,2,High (50M+),5,74000000,174,EdgeCast Networks,CA,Santa Monica,90405,"34,049767","-118,459387",Unknown,01.08.2006,,12.12.2017,network_hosting,1,19,1587
17000000,8500000,0,2,672,2,01.10.2004,998,05.03.2008,23.10.2006,Unique,Failed,2,03.08.2006,2,Medium-High (10M+),2,17000000,856,Skyrider,CA,Mountain View,94043,"37,406914","-122,09037",Mountain View CA 94043,01.01.2003,13.01.2016,,software,1,2,5043
990000,0,0,,,,,0,29.08.2007,29.08.2007,Unique,Failed,,,,Small Investment (<2M),1,990000,361,What They Like,CA,San Francisco,94107,"37,7776778","-122,3921102",Unknown,29.08.2007,19.10.2017,,web,1,2,2178
1333333,1333333,1,3,477,3,01.12.2010,0,05.09.2008,05.09.2008,Unique,Successful (Acquired),2,23.03.2012,3,Medium (2M+),1,4000000,20,Lolapps,CA,San Francisco,94105,"37,7870923","-122,3999719",Unknown,01.01.2008,,17.10.2018,web,3,15,10581
10763355,0,1,,,,,8994,12.01.2010,05.12.2005,Unique,Successful (Acquired),,,,High (50M+),6,53816776,19,Mimosa Systems,CA,Santa Clara,95054,"37,379684","-121,97514",Unknown,29.08.2003,,01.10.2018,software,5,8,10512
1500000,1500000,0,1,0,1,03.04.2009,0,01.12.2007,01.12.2007,Unique,Failed,0,03.04.2009,1,Small Investment (<2M),1,1500000,487,DeliveryEdge,CA,San Francisco,94107,"37,781689","-122,391061",Unknown,01.09.2006,26.07.2018,,ecommerce,1,6,278
1585000,3170000,0,1,0,1,01.01.2002,0,28.06.2007,28.06.2007,Unique,Failed,0,01.01.2002,1,Medium (2M+),1,3170000,177,Neopolitan Networks,CA,Palo Alto,94306,"37,426316","-122,141082",Unknown,01.01.2002,11.07.2019,,web,2,1,15888
16980999,16980999,1,1,0,1,01.01.2005,0,24.04.2007,24.04.2007,Unique,Successful (Acquired),0,01.01.2005,1,Medium-High (10M+),1,16980999,336,Heartscape,MD,Columbia,Unknown,"39,2328783","-76,8204666",Unknown,01.01.2000,,13.04.2016,biotech,1,6,20062
900000,0,0,,,,,0,28.08.2006,28.08.2006,Unique,Failed,,,,Small Investment (<2M),1,900000,819,HeadCase Humanufacturing,CA,Los Angeles,90039,"34,054935","-118,244476",Los Angeles CA 90039,01.01.2006,30.09.2019,,software,1,3,46893
15000,30000,0,1,0,1,01.03.2011,0,07.03.2011,07.03.2011,Unique,Failed,0,01.03.2011,1,Small Investment (<2M),1,30000,1052,Million Dollar Earth,WA,Puyallup,98371,"47,184901","-122,292141",Puyallup WA 98371,01.03.2011,07.10.2016,,advertising,2,1,75796
128333,577500,1,2,110,2,01.10.2011,730,01.08.2011,01.08.2010,Unique,Successful (Acquired),1,19.01.2012,2,Small Investment (<2M),2,1155000,1010,Appstores.com,CA,San Francisco,94607,"37,779281","-122,419236",San Francisco CA 94607,24.05.2010,,20.07.2015,software,9,6,68157
12170000,6085000,0,2,936,2,01.07.2008,0,06.03.2008,06.03.2008,Unique,Failed,3,23.01.2011,2,Medium-High (10M+),1,12170000,229,Focus,CA,San Francisco,94111,"37,793949","-122,398062",Unknown,01.08.2005,25.02.2019,,enterprise,1,7,16709
3000000,3000000,1,1,0,1,01.01.2008,0,01.08.2008,01.08.2008,Unique,Successful (Acquired),0,01.01.2008,1,Medium (2M+),1,3000000,666,iCurrent,CA,South San Francisco,94080,"37,658313","-122,391032",South San Francisco CA 94080,01.01.2006,,12.08.2018,web,1,5,38220
250000,1000000,1,2,378,2,20.08.2010,870,12.04.2011,01.02.2010,Unique,Successful (Acquired),1,01.09.2011,2,Medium (2M+),2,2000000,360,Zencoder,CA,San Francisco,94103,"37,779281","-122,419236",San Francisco CA 94103,01.01.2007,,27.02.2018,software,8,7,21762
1333333,0,0,,,,,0,19.11.2013,19.11.2013,Unique,Failed,,,,Medium-High (10M+),1,12000000,491,Yub,CA,Mountain View,94041,"37,388869","-122,072353",Mountain View CA 94041,01.01.2013,24.08.2018,,ecommerce,9,7,280611
250000,1500000,0,1,0,1,01.06.2010,0,01.02.2010,01.02.2010,Unique,Failed,0,01.06.2010,1,Small Investment (<2M),1,1500000,1024,StyleTrek,NY,New York,10012,"40,728425","-73,999882",New York NY 10012,01.02.2010,18.02.2018,,fashion,6,2,70661
2023000,1011500,1,2,252,2,01.01.2013,1746,03.02.2011,01.07.2009,Unique,Successful (Acquired),0,09.09.2013,2,Medium (2M+),3,2023000,869,Storify,CA,San Francisco,94103,"37,779281","-122,419236",San Francisco CA 94103,11.12.2009,,04.09.2018,web,1,14,51332
7000000,0,0,,,,,0,15.05.2008,15.05.2008,Unique,Failed,,,,Medium (2M+),1,7000000,391,Wi-Chi,OR,Tualatin,97062,"45,3774456","-122,7569561",Unknown,01.01.2008,03.09.2017,,semiconductor,1,3,23251
10666666,8000000,0,4,664,4,01.01.2007,668,01.03.2007,01.04.2006,Unique,Failed,1,24.10.2008,4,Medium-High (10M+),2,32000000,1098,Eons,MA,Boston,2129,"42,375219","-71,056101",Unknown,01.01.2005,27.08.2015,,network_hosting,3,14,833
1169487,0,0,,,,,1416,09.11.2011,01.12.2009,Unique,Failed,,,,Medium (2M+),2,3508462,638,ThermalTherapeuticSystems,PA,Pittsburgh,15218,"40,418851","-79,904163",Pittsburgh PA 15218,01.06.2006,03.04.2018,,medical,3,3,36742
500000,0,0,,,,,0,21.03.2006,21.03.2006,Unique,Failed,,,,Small Investment (<2M),1,1000000,845,Helicomm,CA,San Diego,92121,"32,901049","-117,192656",San Diego CA 92121,01.01.2002,22.01.2016,,network_hosting,2,0,49621
150000,150000,0,1,0,1,01.03.2010,0,01.01.2010,01.01.2010,Unique,Failed,0,01.03.2010,1,Small Investment (<2M),1,150000,830,SpinTheCam,NY,New York,10036,"40,759089","-73,987573",New York NY 10036,12.02.2010,25.06.2015,,games_video,1,1,47662
130000,65000,1,2,714,2,01.08.2009,0,01.03.2010,01.03.2010,Unique,Successful (Acquired),2,15.07.2011,2,Small Investment (<2M),1,130000,749,Feedtrace,NY,New York,10003,"40,729839","-73,991781",New York NY 10003,10.08.2009,,28.10.2018,web,1,3,43263
4666666,0,1,,,,,4449,23.02.2010,01.02.2006,Unique,Successful (Acquired),,,,Medium-High (10M+),3,14000000,178,Smilebox,WA,Redmond,98052,"47,676378","-122,122155",Unknown,28.08.2000,,06.10.2019,photo_video,3,13,1590
21345277,0,1,,,,,7065,20.07.2010,06.09.2006,Unique,Successful (Acquired),,,,High (50M+),5,85381111,704,Artisan Pharma,MA,Waltham,2451,"42,37564","-71,2358",Waltham MA 2451,01.01.2006,,06.02.2016,biotech,4,2,40324
100000,100000,0,2,222,2,01.08.2008,204,13.03.2009,01.12.2008,Unique,Failed,1,10.03.2009,2,Small Investment (<2M),2,200000,335,PayParade Pictures,PA,Bala Cynwyd,19004,"40,012771","-75,239234",Unknown,17.10.2007,08.05.2017,,games_video,2,3,20033
21333333,32000000,1,2,3298,2,01.07.2003,6822,24.04.2012,01.02.2006,Unique,Successful (Acquired),9,11.07.2012,2,High (50M+),3,64000000,517,Amalfi Semiconductor,CA,Los Gatos,Unknown,"37,229676","-121,971225",Unknown,01.01.2003,,20.12.2016,semiconductor,3,5,29387
1850000,1387500,1,4,604,4,25.01.2010,1560,16.10.2009,14.05.2008,Unique,Successful (Acquired),1,20.09.2011,4,Medium (2M+),3,5550000,897,Sometrics,CA,El Segundo,90245,"34,048857","-118,251343",Unknown,01.09.2007,,15.05.2019,games_video,3,10,5411
3175000,6350000,1,2,1214,2,01.01.2008,0,22.08.2005,22.08.2005,Unique,Successful (Acquired),3,28.04.2011,2,Medium-High (10M+),1,12700000,889,Coradiant,MA,Lexington,2421,"42,4717204","-71,2621435",Unknown,01.01.2000,,12.01.2015,public_relations,4,9,53686
59700,59700,1,1,0,1,20.06.2011,1588,01.06.2011,30.04.2010,Unique,Successful (Acquired),0,20.06.2011,1,Small Investment (<2M),4,59700,968,AwesomeTouch,KY,Lexington,40507,"38,046407","-84,497039",Lexington KY 40507,26.07.2010,,26.04.2017,software,1,3,60521
6125000,4900000,1,5,1930,5,23.10.2007,6196,08.04.2010,10.01.2006,Unique,Successful (Acquired),6,03.02.2013,5,Medium-High (10M+),4,24500000,36,JackBe,MD,Chevy Chase,20815,"38,963492","-77,091025",Unknown,01.01.2002,,14.01.2017,software,4,15,1107
132885,66442,0,2,30,2,05.10.2011,780,01.07.2012,15.10.2011,Unique,Failed,0,04.11.2011,2,Small Investment (<2M),3,132885,1114,Netgamix Inc,IL,Chicago,60606,"41,875555","-87,624421",Chicago IL 60606,24.09.2010,04.04.2015,,games_video,1,6,86120
1733333,3466667,1,3,1119,3,22.06.2010,2103,28.01.2010,27.02.2008,Unique,Successful (Acquired),3,15.07.2013,3,Medium-High (10M+),3,10400001,35,Gowalla,TX,Austin,78701,"30,2729209","-97,7443863",Unknown,28.08.2007,,01.01.2015,web,6,21,11042
11500000,3833333,1,3,465,3,01.01.2011,404,13.06.2011,23.11.2010,Unique,Successful (Acquired),1,11.04.2012,3,Medium-High (10M+),2,11500000,847,AisleBuyer,MA,Boston,2210,"42,360253","-71,058291",Boston MA 2210,01.01.2009,,03.03.2015,mobile,1,4,49815
9500000,0,1,,,,,9260,02.07.2013,01.03.2007,Unique,Successful (Acquired),,,,Medium-High (10M+),4,19000000,790,Kongregate,CA,San Francisco,94105,"37,786942","-122,401245",Unknown,01.01.2006,,22.08.2016,games_video,2,5,453
5333333,16000000,1,1,0,1,01.01.2004,0,22.03.2005,22.03.2005,Unique,Successful (Acquired),0,01.01.2004,1,Medium-High (10M+),1,16000000,933,Encentuate,CA,Foster City,94404,"37,573045","-122,2823",Foster City CA 94404,01.01.2001,,24.04.2016,software,3,6,58018
400000,200000,1,2,30,2,03.08.2011,0,19.04.2010,19.04.2010,Unique,Successful (Acquired),0,01.09.2011,2,Small Investment (<2M),1,400000,808,Sponge,CA,San Francisco,94103,"37,779281","-122,419236",San Francisco CA 94103,01.01.2010,,26.04.2018,web,1,3,46129
1875000,1250000,1,3,696,3,01.10.2010,2220,13.11.2012,04.11.2010,Unique,Successful (Acquired),2,28.08.2012,3,Medium (2M+),3,3750000,747,Go Try It On,NY,New York,100011,"40,730646","-73,986614",New York NY 100011,01.12.2009,,05.11.2016,fashion,2,2,43188
61000000,122000000,1,1,0,1,01.01.2012,4904,04.10.2012,27.05.2009,Unique,Successful (Acquired),0,01.01.2012,1,Very High (100M+),4,122000000,424,Aragon Pharmaceuticals,CA,San Diego,Unknown,"39,78373","-100,445882",San Diego CA 92130-2042,01.01.2009,,02.05.2017,biotech,2,15,25001
6625000,3312500,1,4,1136,4,31.08.2010,1868,09.08.2012,18.01.2010,Unique,Successful (Acquired),3,09.10.2013,4,Medium-High (10M+),2,13250000,13,Intela,CO,Boulder,80302,"40,730646","-73,986614",Unknown,02.02.2006,,25.09.2019,advertising,2,4,10392
16250000,10833333,0,3,1251,3,20.10.2009,6928,22.10.2010,24.01.2006,Unique,Failed,4,25.03.2013,3,Medium-High (10M+),4,32500000,1033,rPath,NC,Raleigh,27607,"35,79181","-78,74123",Unknown,01.04.2005,25.08.2018,,enterprise,2,8,7207
34250000,17125000,1,4,444,4,13.10.2010,10680,30.05.2012,03.10.2008,Unique,Successful (Acquired),2,01.01.2012,4,High (50M+),8,68500000,505,Redwood Systems,CA,Fremont,94538,"37,4815098","-121,9453283",Unknown,01.01.2008,,08.06.2019,cleantech,2,14,28482
500000,0,0,,,,,912,01.12.2009,01.09.2008,Unique,Failed,,,,Small Investment (<2M),2,500000,684,Sweepery,CA,San Francisco,94133,"37,779281","-122,419236",San Francisco CA 94133,01.08.2008,18.05.2017,,software,1,6,39399
6666666,20000000,1,1,0,1,01.01.2007,0,13.02.2006,13.02.2006,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),1,20000000,462,Asempra Technologies,CA,Santa Clara,95054,"37,386778","-121,966277",Santa Clara CA 95054,01.01.2003,,05.12.2017,security,3,4,26702
3000000,6000000,1,1,0,1,01.01.2008,0,04.06.2008,04.06.2008,Unique,Successful (Acquired),0,01.01.2008,1,Medium (2M+),1,6000000,987,Yield Software,CA,San Mateo,94402,"37,558245","-122,302654",Unknown,01.01.2007,,30.07.2017,advertising,2,7,6356
416666,1250000,1,3,210,3,07.02.2013,0,20.06.2012,20.06.2012,Unique,Successful (Acquired),0,05.09.2013,3,Medium (2M+),1,3750000,196,Gradient X,CA,Santa Monica,90405,"34,019657","-118,487549",Santa Monica CA 90405,01.01.2012,,18.04.2019,mobile,9,5,162116
5000000,15000000,1,1,0,1,01.01.2007,1156,02.05.2007,01.10.2005,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),2,15000000,206,Arch Rock Corporation,CA,San Francisco,Unknown,"37,783171","-122,392901",Unknown,01.01.2005,,04.05.2016,software,3,6,16289
299500000,149750000,1,2,272,2,04.04.2012,3695,10.11.2011,01.11.2009,Unique,Successful (Acquired),1,01.01.2013,2,Very High (100M+),5,299500000,642,"RetailMeNot, Inc.",TX,Austin,78701,"30,2653441","-97,7435857",Unknown,01.05.2007,,26.05.2018,web,1,37,36920
1750000,875000,1,2,1200,2,01.01.2007,1522,15.04.2010,15.03.2008,Unique,Successful (Acquired),3,14.04.2010,2,Small Investment (<2M),2,1750000,9,Where I've Been,IL,Chicago,60647,"41,916619","-87,686634",Unknown,08.06.2007,,15.07.2017,travel,1,3,10199
10400000,5200000,0,2,1908,2,21.05.2005,7760,03.05.2011,01.02.2007,Unique,Failed,5,10.08.2010,2,Medium-High (10M+),5,10400000,835,Center'd,CA,Menlo Park,94025,"37,452992","-122,185098",Unknown,01.01.2006,05.07.2018,,web,1,8,4829
4575000,4575000,1,2,2010,2,01.02.2006,0,14.06.2006,14.06.2006,Unique,Successful (Acquired),5,04.08.2011,2,Medium (2M+),1,9150000,564,Krillion,CA,Mountain View,94041,"37,391727","-122,077597",Unknown,01.05.2006,,05.05.2018,web,2,6,3180
11050000,5525000,1,4,1128,4,22.07.2008,3273,22.09.2011,26.09.2008,Unique,Successful (Acquired),3,24.08.2011,4,Medium-High (10M+),3,22100000,143,Silver Tail Systems,CA,Menlo Park,94025,"37,4280877","-122,143368",Unknown,08.01.2008,,26.10.2018,analytics,2,11,15018
